Filename,DictionaryIPA,DictionaryTone,VowelLength,IPA,Coda,ReclassifiedTone,ReclassifiedVowelLength,VowelQuality,PhonemicIPA,ReclassifiedIPA,ReclassifiedCoda,Exclude,DictionaryMatch,Onset,OnsType
WZ14_6_119_2,ta6,6,short,ta6,nocoda,1,NA,uə,muːəŋ,muːəŋ,nasal,Keep,no,m,nasal
WZ14_5_105_3,ha5,5,short,ha5,nocoda,5,long,a,haː,haː,nocoda,Keep,yes,h,voiceless fricative
WZ14_5_92_7,taːn5,5,long,taːn5,nasal,5,long,a,taːn,taːn,nasal,Extra,NA,t,voiceless stop
WZ14_3_64_1,ta3,3,short,ta3,nocoda,3,long,a,taː,taː,nocoda,Keep,yes,t,voiceless stop
WZ14_9_180_4,tuːt7,9,long,tuːt7,obstruent,9,long,uə,tuːət,tuːət,obstruent,Keep,yes,t,voiceless stop
WZ14_9_174_3,daːt9,9,long,daːt9,obstruent,9,long,a,daːt,daːt,obstruent,Extra,yes,d,voiced stop
WZ14_2_40_1,ɕa2,2,short,ɕa2,nocoda,2,long,a,ɕaː,ɕaː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_2_35_3,ɕiːn2,2,long,ɕiːn2,nasal,2,NA,a,ŋan,ŋan,nasal,Keep,no,ŋ,nasal
WZ14_3_72_2,tu3,3,short,tu3,nocoda,3,long,u,tuː,tuː,nocoda,Keep,yes,t,voiceless stop
WZ14_2_38_3,ten2_or_teːn2,2,NA,ten2,nasal,2,NA,e,teːn,teːn,nasal,Exclude Item,yes,t,voiceless stop
WZ14_6_124_2,ɕe6,6,short,ɕe6,nocoda,6,long,e,ɕeː,ɕeː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_2_48_3,tiən2,2,short,tiən2,nasal,2,long,iə,tiːən,tiːən,nasal,Keep,yes,t,voiceless stop
WZ14_6_116_1,ɕaːn6,6,long,ɕaːn6,nasal,5,long,,,ɕaːn,nasal,Skipped,NA,ɕ,voiceless fricative
WZ14_7_137_1,ɕat7,7,short,ɕat7,obstruent,7,short,a,ɕat,sat,obstruent,Keep,yes,s,voiceless fricative
WZ14_7_158_1,tat7_or_ɣat8,7,short,tat7,obstruent,7,short,a,tat,tat,obstruent,Keep,yes,t,voiceless stop
WZ14_1_30_3,θi1,1,short,θi1,nocoda,1,long,,,θi,nocoda,Skipped,NA,θ,voiceless fricative
WZ14_8_163_3,ɕip8,8,short,ɕip8,obstruent,8,short,i,ɕip,ɕip,obstruent,Keep,yes,ɕ,voiceless fricative
WZ14_3_60_2,tin3,3,short,tin3,nasal,3,short,i,tin,tin,nasal,Extra,NA,t,voiceless stop
WZ14_3_53_2,dɯn3_or_tan1,3,short,dɯn3,nasal,3,short,ɯ,dɯn,dɯn,nasal,Extra,yes,d,voiced stop
WZ14_0_191_3,ɕeːt8,0,long,ɕeːt8,obstruent,0,long,ɯə,ɕɯːət,ɕɯːət,obstruent,Keep,no,ɕ,voiceless fricative
WZ14_2_40_2,ɕa2,2,short,ɕa2,nocoda,2,long,a,ɕaː,ɕaː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_6_118_2,han6,6,short,han6,nasal,6,short,a,han,han,nasal,Keep,yes,h,voiceless fricative
WZ14_5_95_2,han5,5,short,han5,nasal,5,short,a,han,han,nasal,Keep,yes,h,voiceless fricative
WZ14_1_5_3,tin1,1,short,tin1,nasal,1,long,a,haː,haː,nocoda,Keep,no,h,voiceless fricative
WZ14_7_146_4,tək7_or_ta3,7,short,tək7,obstruent,7,short,ə,tək,tʊk,obstruent,Keep,yes,t,voiceless stop
WZ14_3_53_3,dɯn3_or_tan1,3,short,dɯn3,nasal,3,short,ɯ,dɯn,dɯn,nasal,Extra,yes,d,voiced stop
WZ14_1_18_2,ɕi1,1,short,ɕi1,nocoda,1,long,i,ɕiː,ɕiː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_5_104_3,ɕa5,5,short,ɕa5,nocoda,5,long,a,ɕaː,ɕaː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_5_102_2,suːn5,5,long,suːn5,nasal,5,long,uə,θuːən,ɬuːən,nasal,Extra,NA,ɬ,voiceless fricative
WZ14_1_5_4,tin1,1,short,tin1,nasal,1,long,a,haː,haː,nocoda,Keep,no,h,voiceless fricative
WZ14_2_31_1,san2,2,short,san2,nasal,2,short,a,θan,ɬan,nasal,Extra,yes,ɬ,voiceless fricative
WZ14_7_183_3,ɕiət7,7,short,ɕiət7,obstruent,7,short,,,ɕiət,obstruent,Skipped,NA,ɕ,voiceless fricative
WZ14_1_7_3,ɕiːn1,1,long,ɕiːn1,nasal,1,long,iə,ɕiːən,ɕiːən,nasal,Extra,NA,ɕ,voiceless fricative
WZ14_8_91_4,fak8,8,short,fak8,obstruent,5,NA,o,ɣon,wɔn,nasal,Keep,no,w,sonorant
WZ14_9_179_3,tiːt7,9,long,tiːt7,obstruent,7,short,i,tit,tiət,obstruent,Keep,no,t,voiceless stop
WZ14_8_167_2,ɕuk8,8,short,ɕuk8,obstruent,8,short,u,ɕuk,ɕɔk,obstruent,Extra,NA,ɕ,voiceless fricative
WZ14_2_46_3,tin2,2,short,tin2,nasal,2,short,i,tin,tin,nasal,Keep,yes,t,voiceless stop
WZ14_0_195_2,kɯːt8,0,long,kɯːt8,obstruent,0,long,ɯə,kɯːət,kɯːat,obstruent,Keep,yes,k,voiceless stop
WZ14_1_3_3,haːn1,1,long,haːn1,nasal,2,long,a,taː,taː,nocoda,Keep,no,t,voiceless stop
WZ14_7_158_2,tat7_or_ɣat8,7,short,tat7,obstruent,7,short,a,tat,tat,obstruent,Keep,yes,t,voiceless stop
WZ14_7_151_4,tik7,7,short,tik7,obstruent,7,short,,,tik,obstruent,Skipped,NA,t,voiceless stop
WZ14_0_192_1,keːt8,0,long,keːt8,obstruent,0,long,e,keːt,keːt,obstruent,Keep,yes,k,voiceless stop
WZ14_3_55_5,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Extra,NA,t,voiceless stop
WZ14_6_124_3,ɕe6,6,short,ɕe6,nocoda,6,long,e,ɕeː,ɕeː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_3_56_3,ɕan3,3,short,ɕan3,nasal,3,short,a,ɕan,san,nasal,Keep,yes,s,voiceless fricative
WZ14_1_17_3,va1,1,short,va1,nocoda,1,long,a,waː,waː,nocoda,Keep,yes,w,sonorant
WZ14_5_108_3,tɕi5,5,short,tɕi5,nocoda,5,long,oi,ɕoːi,ɬaːi,nocoda,Keep,yes,ɬ,voiceless fricative
WZ14_1_16_2,ha1,1,short,ha1,nocoda,1,long,a,haː,haː,nocoda,Keep,yes,h,voiceless fricative
WZ14_3_59_1,tin3,3,short,tin3,nasal,3,short,i,tin,tin,nasal,Keep,yes,t,voiceless stop
WZ14_1_13_1,dɯn1,1,short,dɯn1,nasal,1,short,ɯ,dɯn,dɯn,nasal,Keep,yes,d,voiced stop
WZ14_9_184_2,tiŋ5_or_toːt9,9,long,toːt9,obstruent,9,long,o,toːt,tɤːt,obstruent,Keep,yes,t,voiceless stop
WZ14_1_22_2,ɕo1,1,short,ɕo1,nocoda,1,long,o,ɕoː,ɕɤː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_3_55_6,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Extra,NA,t,voiceless stop
WZ14_1_25_1,ʔan1,1,short,ʔan1,nasal,1,short,,,ʔan,nasal,Skipped,NA,ʔ,glottal stop
WZ14_6_120_2,va6,6,short,va6,nocoda,6,long,a,waː,waː,nocoda,Keep,yes,w,sonorant
WZ14_3_149_2,tiəm3,3,short,tiəm3,nasal,3,short,,,tiəm,nasal,Skipped,NA,t,voiceless stop
WZ14_8_156_3,hon4_or_tup8,8,short,tup8,obstruent,8,short,o,mop,mɔp,obstruent,Keep,no,m,nasal
WZ14_4_86_2,ɣo4,4,short,ɣo4,nocoda,4,long,,,wəna,nocoda,2S,NA,w,sonorant
WZ14_3_55_7,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Extra,NA,t,voiceless stop
WZ14_6_119_3,ta6,6,short,ta6,nocoda,1,NA,uə,muːəŋ,muːəŋ,nasal,Keep,no,m,nasal
WZ14_4_82_1,ɕa4,4,short,ɕa4,nocoda,4,long,a,ɕaː,ɕaː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_6_28_4,tiəu6_or_lau2,6,short,tiəu6,nocoda,6,long,iəu,tiːəu,tiːəu,nocoda,Keep,yes,t,voiceless stop
WZ14_5_96_2,haːn5,5,long,haːn5,nasal,5,long,a,haːn,haːn,nasal,Keep,yes,h,voiceless fricative
WZ14_3_70_2,hap7_or_man3_or_he3,3,short,he3,nocoda,3,long,e,heː,heː,nocoda,Keep,yes,h,voiceless fricative
WZ14_9_184_3,tiŋ5_or_toːt9,9,long,toːt9,obstruent,9,long,o,toːt,tɤːt,obstruent,Keep,yes,t,voiceless stop
WZ14_2_36_2,toːn2,2,long,toːn2,nasal,2,long,o,toːn,tuːən,nasal,Keep,yes,t,voiceless stop
WZ14_2_50_3,fɯn2_or_liəu1,2,short,fɯn2,nasal,2,short,ɯ,fɯn,fɯn,nasal,Keep,yes,f,voiceless fricative
WZ14_1_2_2,han1,1,short,han1,nasal,5,NA,e,heːm,heːm,nasal,Keep,no,h,voiceless fricative
WZ14_8_169_1,tɯk8,8,short,tɯk8,obstruent,8,short,ɯ,tɯk,tɯk,obstruent,Keep,yes,t,voiceless stop
WZ14_1_9_1,ɣon1,1,short,ɣon1,nasal,1,short,o,ɣon,ʋɔn,nasal,Keep,yes,ʋ,voiced fricative
WZ14_8_162_3,tit8,8,short,tit8,obstruent,2,long,e,ŋeː,ŋeː,nocoda,Keep,no,ŋ,nasal
WZ14_5_102_3,suːn5,5,long,suːn5,nasal,5,long,uə,θuːən,ɬuːən,nasal,Extra,NA,ɬ,voiceless fricative
WZ14_7_57_4,kan3_or_kit7,7,short,kit7,obstruent,7,short,a,kat,kat,obstruent,Keep,no,k,voiceless stop
WZ14_7_139_2,dit7,7,short,dit7,obstruent,7,short,i,dit,dit,obstruent,Keep,yes,d,voiced stop
WZ14_5_100_2,kon5,5,short,kon5,nasal,2,NA,au,plau,pɹau,nocoda,Keep,no,p,voiceless stop
WZ14_8_156_4,hon4_or_tup8,8,short,tup8,obstruent,8,short,o,mop,mɔp,obstruent,Keep,no,m,nasal
WZ14_0_194_3,ɣɯːt8,0,long,ɣɯːt8,obstruent,0,long,a,ɣaːt,ɣaːt,obstruent,Keep,no,ɣ,voiced fricative
WZ14_7_144_2,tɯk7,7,short,tɯk7,obstruent,7,short,ɯ,tɯk,tɯk,obstruent,Extra,NA,t,voiceless stop
WZ14_8_170_5,kɯt8,8,short,kɯt8,obstruent,8,short,ɯ,kɯt,kɯt,obstruent,Keep,yes,k,voiceless stop
WZ14_1_6_2,ɕiːn1,1,long,ɕiːn1,nasal,1,long,iə,ɕiːən,ɕiːən,nasal,Keep,yes,ɕ,voiceless fricative
WZ14_4_29_3,han4,4,short,han4,nasal,4,short,,,han,nasal,Skipped,NA,h,voiceless fricative
WZ14_5_148_3,θaːu5_or_pat7,5,long,θaːu5,nocoda,5,long,au,θaːu,ɬaːu,nocoda,Keep,yes,ɬ,voiceless fricative
WZ14_5_111_2,to5,5,short,to5,nocoda,2,NA,i,tin,tin,nasal,Keep,no,t,voiceless stop
WZ14_5_155_3,lon5,5,short,lon5,nasal,7,short,o,tok,tɔk,obstruent,Keep,no,t,voiceless stop
WZ14_9_26_3,keːk7,9,long,keːk7,obstruent,9,long,,,ko ɕi,nocoda,2S,NA,k,voiceless stop
WZ14_1_9_2,ɣon1,1,short,ɣon1,nasal,1,short,o,ɣon,ʋɔn,nasal,Keep,yes,ʋ,voiced fricative
WZ14_1_9_3,ɣon1,1,short,ɣon1,nasal,1,short,o,ɣon,ʋɔn,nasal,Keep,yes,ʋ,voiced fricative
WZ14_6_116_2,ɕaːn6,6,long,ɕaːn6,nasal,5,NA,ɯ,ɕɯn,ɕɯn,nasal,Keep,no,ɕ,voiceless fricative
WZ14_8_169_2,tɯk8,8,short,tɯk8,obstruent,8,short,ɯ,tɯk,tɯk,obstruent,Keep,yes,t,voiceless stop
WZ14_8_164_2,tot8,8,short,tot8,obstruent,8,short,o,tot,tɔt,obstruent,Keep,yes,t,voiceless stop
WZ14_6_120_3,va6,6,short,va6,nocoda,6,long,a,waː,waː,nocoda,Keep,yes,w,sonorant
WZ14_5_97_4,ɕoːn5,5,long,ɕoːn5,nasal,5,long,o,ɕoːn,ɕɤːən,nasal,Keep,yes,ɕ,voiceless fricative
WZ14_3_60_3,tin3,3,short,tin3,nasal,3,short,i,tin,tin,nasal,Extra,NA,t,voiceless stop
WZ14_1_19_2,ɕi1,1,short,ɕi1,nocoda,6,long,iəu,liːəu,liːu,nocoda,Keep,no,l,sonorant
WZ14_7_136_2,dat7,7,short,dat7,obstruent,3,NA,a,kan,kan,nasal,Keep,no,k,voiceless stop
WZ14_3_62_2,dɯn3,3,short,dɯn3,nasal,3,short,ɯ,dɯn,dɯn,nasal,Keep,yes,d,voiced stop
WZ14_8_160_1,ɕak8,8,short,ɕak8,obstruent,8,short,a,ɕak,sak,obstruent,Extra,NA,s,voiceless fricative
WZ14_8_161_3,sak8,8,short,sak8,obstruent,5,long,oi,θoːi,ɬɔːi,nocoda,Keep,no,ɬ,voiceless fricative
WZ14_6_28_5,tiəu6_or_lau2,6,short,tiəu6,nocoda,6,long,iəu,tiːəu,tiːəu,nocoda,Keep,yes,t,voiceless stop
WZ14_1_3_4,haːn1,1,long,haːn1,nasal,2,long,a,taː,taː,nocoda,Keep,no,t,voiceless stop
WZ14_2_46_4,tin2,2,short,tin2,nasal,2,short,i,tin,tin,nasal,Keep,yes,t,voiceless stop
WZ14_5_107_6,ɕi5,5,short,ɕi5,nocoda,5,long,i,ɕiː,ɕiː,nocoda,Extra,NA,ɕ,voiceless fricative
WZ14_3_71_2,su3,3,short,su3,nocoda,3,long,u,θuː,ɬuː,nocoda,Keep,yes,ɬ,voiceless fricative
WZ14_4_81_1,heːn4_or_hen4,4,NA,hen4,nasal,4,NA,e,heːn,hen,nasal,Extra,yes,h,voiceless fricative
WZ14_6_123_2,ɣo6,6,short,ɣo6,nocoda,6,NA,au,lau,lau,nocoda,Keep,no,l,sonorant
WZ14_3_59_2,tin3,3,short,tin3,nasal,3,short,i,tin,tin,nasal,Keep,yes,t,voiceless stop
WZ14_4_79_1,kan4,4,short,kan4,nasal,2,short,a,kan,kan,nasal,Keep,yes,k,voiceless stop
WZ14_1_30_4,θi1,1,short,θi1,nocoda,1,long,,,θi,nocoda,Skipped,NA,θ,voiceless fricative
WZ14_1_11_5,dɯːn1,1,long,dɯːn1,nasal,1,long,ɯə,dɯːən,dɯːən,nasal,Keep,yes,d,voiced stop
WZ14_1_19_3,ɕi1,1,short,ɕi1,nocoda,6,long,iəu,liːəu,liːu,nocoda,Keep,no,l,sonorant
WZ14_6_115_3,hɯn5_or_ku6,6,short,ku6,nocoda,7,short,o,ɕop,ɕɔp,obstruent,Keep,no,ɕ,voiceless fricative
WZ14_7_141_2,kut7,7,short,kut7,obstruent,7,short,,,kut,obstruent,Skipped,NA,k,voiceless stop
WZ14_1_16_3,ha1,1,short,ha1,nocoda,1,long,a,haː,haː,nocoda,Keep,yes,h,voiceless fricative
WZ14_0_190_3,ɣaːk8,0,long,ɣaːk8,obstruent,0,long,,,ɣaːk,obstruent,Skipped,NA,ɣ,voiced fricative
WZ14_6_132_1,pɯn6,6,short,pɯn6,nasal,4,NA,ai,hai,hai,nocoda,Keep,no,h,voiceless fricative
WZ14_1_21_1,ɕo1,1,short,ɕo1,nocoda,1,long,o,ɕoː,ɕɤː,nocoda,Extra,NA,ɕ,voiceless fricative
WZ14_5_99_3,ɣoːn5,5,long,ɣoːn5,nasal,5,long,o,ɣoːn,ʋoːn,nasal,Keep,yes,ʋ,voiced fricative
WZ14_5_104_4,ɕa5,5,short,ɕa5,nocoda,5,long,a,ɕaː,ɕaː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_8_80_2,ɣaːt8_or_ɣon4,8,long,ɣaːt8,obstruent,0,long,a,ɣaːt,ɹaːt,obstruent,Keep,yes,ɹ,sonorant
WZ14_1_22_3,ɕo1,1,short,ɕo1,nocoda,1,long,o,ɕoː,ɕɤː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_5_76_2,ɕa3_or_te5,5,short,te5,nocoda,3,NA,a,taŋ,taŋ,nasal,Keep,no,t,voiceless stop
WZ14_1_15_4,ɣa1,1,short,ɣa1,nocoda,1,long,a,ɣaː,ɣaː,nocoda,Keep,yes,ɣ,voiced fricative
WZ14_2_31_2,san2,2,short,san2,nasal,2,short,a,θan,ɬan,nasal,Extra,yes,ɬ,voiceless fricative
WZ14_5_98_1,ɕaːn1_or_toːn5,5,long,toːn5,nasal,5,long,o,toːn,tɤːən,nasal,Keep,yes,t,voiceless stop
WZ14_6_122_3,ɕo6,6,short,ɕo6,nocoda,6,long,o,ɕoː,ɕɤː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_4_89_1,heːn4,4,long,heːn4,nasal,4,long,e,heːn,heːn,nasal,Keep,yes,h,voiceless fricative
WZ14_1_25_2,ʔan1,1,short,ʔan1,nasal,1,short,,,ʔan,nasal,Skipped,NA,ʔ,glottal stop
WZ14_3_149_3,tiəm3,3,short,tiəm3,nasal,3,short,,,tiəm,nasal,Skipped,NA,t,voiceless stop
WZ14_2_47_3,haːn2,2,long,haːn2,nasal,3,NA,au,hau,hau,nocoda,Keep,no,h,voiceless fricative
WZ14_2_42_1,ɕi2,2,short,ɕi2,nocoda,2,long,oi,ɕoːi,ɕaːi,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_5_108_4,tɕi5,5,short,tɕi5,nocoda,5,long,oi,ɕoːi,ɬaːi,nocoda,Keep,yes,ɬ,voiceless fricative
WZ14_2_49_3,tuən2,2,short,tuən2,nasal,5,NA,a,nan,nam,nasal,Keep,no,n,nasal
WZ14_3_60_4,tin3,3,short,tin3,nasal,3,short,i,tin,tin,nasal,Extra,NA,t,voiceless stop
WZ14_3_129_2,ɣum3,3,short,ɣum3,nasal,5,NA,a,pan,pan,nasal,Keep,no,p,voiceless stop
WZ14_5_107_7,ɕi5,5,short,ɕi5,nocoda,5,long,i,ɕiː,ɕiː,nocoda,Extra,NA,ɕ,voiceless fricative
WZ14_8_168_1,ɕuk8,8,short,ɕuk8,obstruent,8,short,u,ɕuk,ɕɔk,obstruent,Keep,yes,ɕ,voiceless fricative
WZ14_8_156_5,hon4_or_tup8,8,short,tup8,obstruent,8,short,o,mop,mɔp,obstruent,Keep,no,m,nasal
WZ14_5_109_2,to5,5,short,to5,nocoda,5,long,o,toː,tɤː,nocoda,Keep,yes,t,voiceless stop
WZ14_3_77_4,ɕi3,3,short,ɕi3,nocoda,5,NA,au,nau,nau,nocoda,Keep,no,n,nasal
WZ14_0_195_3,kɯːt8,0,long,kɯːt8,obstruent,0,long,,,kɯːt,obstruent,Skipped,NA,k,voiceless stop
WZ14_6_123_3,ɣo6,6,short,ɣo6,nocoda,6,NA,au,lau,lau,nocoda,Keep,no,l,sonorant
WZ14_2_46_5,tin2,2,short,tin2,nasal,2,short,i,tin,tin,nasal,Keep,yes,t,voiceless stop
WZ14_5_111_3,to5,5,short,to5,nocoda,2,NA,i,tin,tin,nasal,Keep,no,t,voiceless stop
WZ14_3_64_2,ta3,3,short,ta3,nocoda,3,long,a,taː,taː,nocoda,Keep,yes,t,voiceless stop
WZ14_2_46_6,tin2,2,short,tin2,nasal,2,short,i,tin,tin,nasal,Extra,NA,t,voiceless stop
WZ14_7_150_4,ɕup7_or_kɯ1,7,short,ɕup7,obstruent,7,short,u,ɕup,ɬup,obstruent,Keep,yes,ɬ,voiceless fricative
WZ14_3_58_4,vaːn3,3,long,vaːn3,nasal,3,long,a,waːn,waːn,nasal,Keep,yes,w,sonorant
WZ14_1_10_1,ɕeːn1,1,long,ɕeːn1,nasal,1,long,e,ɕeːn,ɕiːən,nasal,Keep,yes,ɕ,voiceless fricative
WZ14_5_99_4,ɣoːn5,5,long,ɣoːn5,nasal,5,long,o,ɣoːn,ʋoːn,nasal,Keep,yes,ʋ,voiced fricative
WZ14_4_82_2,ɕa4,4,short,ɕa4,nocoda,4,long,a,ɕaː,ɕaː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_0_188_2,ɕaːk8,0,long,ɕaːk8,obstruent,0,long,a,ɕaːk,ɕaːk,obstruent,Keep,yes,ɕ,voiceless fricative
WZ14_1_18_3,ɕi1,1,short,ɕi1,nocoda,1,long,i,ɕiː,ɕiː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_6_116_3,ɕaːn6,6,long,ɕaːn6,nasal,5,long,,,ɕaːn,nasal,Skipped,NA,ɕ,voiceless fricative
WZ14_1_30_5,θi1,1,short,θi1,nocoda,1,long,,,θi,nocoda,Skipped,NA,θ,voiceless fricative
WZ14_7_143_3,tɯk7,7,short,tɯk7,obstruent,7,short,ɯ,tɯk,tɯk,obstruent,Keep,yes,t,voiceless stop
WZ14_4_79_2,kan4,4,short,kan4,nasal,2,short,a,kan,kan,nasal,Keep,yes,k,voiceless stop
WZ14_5_88_3,pon5,5,short,pon5,nasal,1,NA,a,tam,tan,nasal,Keep,no,t,voiceless stop
WZ14_0_188_3,ɕaːk8,0,long,ɕaːk8,obstruent,0,long,a,ɕaːk,ɕaːk,obstruent,Keep,yes,ɕ,voiceless fricative
WZ14_1_23_1,te1,1,short,te1,nocoda,1,long,e,teː,teː,nocoda,Keep,yes,t,voiceless stop
WZ14_7_135_4,ɕat7,7,short,ɕat7,obstruent,7,short,a,ɕat,sat,obstruent,Extra,NA,s,voiceless fricative
WZ14_3_54_3,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Keep,yes,t,voiceless stop
WZ14_3_67_5,do3,3,short,do3,nocoda,3,long,o,doː,dɤː,nocoda,Keep,yes,d,voiced stop
WZ14_9_184_4,tiŋ5_or_toːt9,9,long,toːt9,obstruent,9,long,o,toːt,tɤːt,obstruent,Keep,yes,t,voiceless stop
WZ14_5_107_8,ɕi5,5,short,ɕi5,nocoda,5,long,i,ɕiː,ɕiː,nocoda,Extra,NA,ɕ,voiceless fricative
WZ14_4_81_2,heːn4_or_hen4,4,NA,hen4,nasal,4,NA,e,heːn,hen,nasal,Extra,yes,h,voiceless fricative
WZ14_1_17_4,va1,1,short,va1,nocoda,1,long,a,waː,waː,nocoda,Keep,yes,w,sonorant
WZ14_1_10_2,ɕeːn1,1,long,ɕeːn1,nasal,1,long,e,ɕeːn,ɕiːən,nasal,Keep,yes,ɕ,voiceless fricative
WZ14_3_54_4,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Keep,yes,t,voiceless stop
WZ14_4_90_2,puən4,4,short,puən4,nasal,4,long,uə,puːən,puːən,nasal,Keep,yes,p,voiceless stop
WZ14_7_137_2,ɕat7,7,short,ɕat7,obstruent,7,short,a,ɕat,sat,obstruent,Keep,yes,s,voiceless fricative
WZ14_4_90_3,puən4,4,short,puən4,nasal,4,long,uə,puːən,puːən,nasal,Keep,yes,p,voiceless stop
WZ14_3_60_5,tin3,3,short,tin3,nasal,3,short,i,tin,tin,nasal,Extra,NA,t,voiceless stop
WZ14_7_150_5,ɕup7_or_kɯ1,7,short,ɕup7,obstruent,7,short,u,ɕup,ɬup,obstruent,Keep,yes,ɬ,voiceless fricative
WZ14_5_106_1,va5,5,short,va5,nocoda,5,long,a,waː,waː,nocoda,Keep,yes,w,sonorant
WZ14_2_46_7,tin2,2,short,tin2,nasal,2,short,i,tin,tin,nasal,Extra,NA,t,voiceless stop
WZ14_3_63_2,hɯn3,3,short,hɯn3,nasal,3,short,ɯ,hɯn,hɯn,nasal,Keep,yes,h,voiceless fricative
WZ14_5_103_3,da5,5,short,da5,nocoda,8,short,o,jok,jɔk,obstruent,Keep,no,j,sonorant
WZ14_5_93_2,san5,5,short,san5,nasal,5,short,a,θan,ɬan,nasal,Keep,yes,ɬ,voiceless fricative
WZ14_2_44_4,ɣu2,2,short,ɣu2,nocoda,2,NA,o,ɕon,ɕɤn,nasal,Keep,no,ɕ,voiceless fricative
WZ14_0_187_2,faːk8,0,long,faːk8,obstruent,0,long,,,faːk,obstruent,Skipped,NA,f,voiceless fricative
WZ14_3_72_3,tu3,3,short,tu3,nocoda,3,long,u,tuː,tuː,nocoda,Keep,yes,t,voiceless stop
WZ14_7_152_2,pit7,7,short,pit7,obstruent,7,short,i,pit,pit,obstruent,Extra,NA,p,voiceless stop
WZ14_6_124_4,ɕe6,6,short,ɕe6,nocoda,6,long,e,ɕeː,ɕeː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_3_154_1,tiəm3,3,short,tiəm3,nasal,3,short,,,tiəm,nasal,Skipped,NA,t,voiceless stop
WZ14_7_133_3,tɯk7_or_ta3,7,short,tɯk7,obstruent,7,short,ɯ,tɯk,tɯk,obstruent,Extra,yes,t,voiceless stop
WZ14_7_145_3,tok7,7,short,tok7,obstruent,7,short,o,tok,tɔk,obstruent,Extra,yes,t,voiceless stop
WZ14_3_54_5,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Keep,yes,t,voiceless stop
WZ14_1_2_3,han1,1,short,han1,nasal,5,NA,e,heːm,heːm,nasal,Keep,no,h,voiceless fricative
WZ14_0_187_3,faːk8,0,long,faːk8,obstruent,0,long,,,faːk,obstruent,Skipped,NA,f,voiceless fricative
WZ14_1_19_4,ɕi1,1,short,ɕi1,nocoda,6,long,iəu,liːəu,liːu,nocoda,Keep,no,l,sonorant
WZ14_6_120_4,va6,6,short,va6,nocoda,6,long,a,waː,waː,nocoda,Keep,yes,w,sonorant
WZ14_3_64_3,ta3,3,short,ta3,nocoda,3,long,a,taː,taː,nocoda,Keep,yes,t,voiceless stop
WZ14_3_60_6,tin3,3,short,tin3,nasal,3,short,i,tin,tin,nasal,Extra,NA,t,voiceless stop
WZ14_5_76_3,ɕa3_or_te5,5,short,te5,nocoda,3,NA,a,taŋ,taŋ,nasal,Keep,no,t,voiceless stop
WZ14_2_47_4,haːn2,2,long,haːn2,nasal,3,NA,au,hau,hau,nocoda,Keep,no,h,voiceless fricative
WZ14_3_68_4,do3,3,short,do3,nocoda,3,long,o,doː,dɤː,nocoda,Extra,NA,d,voiced stop
WZ14_9_174_4,daːt9,9,long,daːt9,obstruent,9,long,a,daːt,daːt,obstruent,Extra,yes,d,voiced stop
WZ14_6_116_4,ɕaːn6,6,long,ɕaːn6,nasal,5,long,,,ɕaːn,nasal,Skipped,NA,ɕ,voiceless fricative
WZ14_1_22_4,ɕo1,1,short,ɕo1,nocoda,1,long,o,ɕoː,ɕɤː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ14_9_175_3,ɕaːt9,9,long,ɕaːt9,obstruent,9,long,a,ɕaːt,ɕaːt,obstruent,Extra,NA,ɕ,voiceless fricative
WZ14_6_126_5,tu6,6,short,tu6,nocoda,6,long,u,tuː,tuː,nocoda,Extra,NA,t,voiceless stop
WZ14_9_181_3,taːt9_or_θok7,9,long,taːt9,obstruent,9,long,,,taːt,obstruent,Skipped,NA,t,voiceless stop
WZ14_4_29_4,han4,4,short,han4,nasal,4,short,,,han,nasal,Skipped,NA,h,voiceless fricative
WZ14_2_38_4,ten2_or_teːn2,2,NA,ten2,nasal,2,NA,e,teːn,teːn,nasal,Exclude Item,yes,t,voiceless stop
WZ14_2_31_3,san2,2,short,san2,nasal,2,short,a,θan,ɬan,nasal,Extra,yes,ɬ,voiceless fricative
