Filename,DictionaryIPA,DictionaryTone,VowelLength,IPA,Coda,ReclassifiedTone,ReclassifiedVowelLength,VowelQuality,PhonemicIPA,ReclassifiedIPA,ReclassifiedCoda,Exclude,DictionaryMatch,Onset,OnsType
WZ03_2_34_1,hum2_or_han2,2,short,hum2,nasal,2,short,o,hom,hɔm,nasal,Keep,yes,h,voiceless fricative
WZ03_3_69_2,ɕe3,3,short,ɕe3,nocoda,3,long,e,ɕeː,ɕeː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ03_8_166_2,tok8,8,short,tok8,obstruent,2,long,u,tuː,tuː,nocoda,Keep,no,t,voiceless stop
WZ03_0_190_3,ɣaːk8,0,long,ɣaːk8,obstruent,0,long,a,ɣaːk,ɣaːk,obstruent,Keep,yes,ɣ,voiced fricative
WZ03_8_156_1,hon4_or_tup8,8,short,tup8,obstruent,8,short,o,mop,mɔp,obstruent,Keep,no,m,nasal
WZ03_4_86_1,ɣo4,4,short,ɣo4,nocoda,4,long,o,ɣoː,ɣɔː,nocoda,Extra,NA,ɣ,voiced fricative
WZ03_3_54_2,tan3,3,short,tan3,nasal,3,short,a,tan,tan,nasal,Keep,yes,t,voiceless stop
WZ03_9_180_2,tuːt7,9,long,tuːt7,obstruent,9,long,uə,tuːət,tuːət,obstruent,Keep,yes,t,voiceless stop
WZ03_1_19_2,ɕi1,1,short,ɕi1,nocoda,6,long,iəu,liːəu,liːu,nocoda,Keep,no,l,sonorant
WZ03_2_45_2,ɕɯ2,2,short,ɕɯ2,nocoda,2,long,ɯ,ɕɯː,ɕɯː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ03_4_82_3,ɕa4,4,short,ɕa4,nocoda,1,long,,,tau,nocoda,Exclude (Mandarin),NA,t,voiceless stop
WZ03_5_92_6,taːn5,5,long,taːn5,nasal,5,long,a,taːn,taːn,nasal,Extra,NA,t,voiceless stop
WZ03_4_89_1,heːn4,4,long,heːn4,nasal,4,long,e,heːn,heːn,nasal,Keep,yes,h,voiceless fricative
WZ03_2_37_1,ɕon2,2,short,ɕon2,nasal,5,NA,aɯ,kaɯ,kʰaɯ,nocoda,Keep,no,k,voiceless stop
WZ03_8_163_1,ɕip8,8,short,ɕip8,obstruent,8,short,i,ɕip,ɕip,obstruent,Keep,yes,ɕ,voiceless fricative
WZ03_5_155_1,lon5,5,short,lon5,nasal,5,short,o,lon,lɔn,nasal,Keep,yes,l,sonorant
WZ03_7_158_2,tat7_or_ɣat8,7,short,tat7,obstruent,7,short,a,tat,tat,obstruent,Keep,yes,t,voiceless stop
WZ03_5_107_7,ɕi5,5,short,ɕi5,nocoda,5,long,i,ɕiː,ɕiː,nocoda,Extra,NA,ɕ,voiceless fricative
WZ03_4_83_2,ɕa4_or_baːŋ1,4,short,ɕa4,nocoda,1,long,o,ɕoː,ɕɔː,nocoda,Keep,no,ɕ,voiceless fricative
WZ03_1_7_2,ɕiːn1,1,long,ɕiːn1,nasal,1,long,iə,ɕiːən,ɕiːən,nasal,Extra,NA,ɕ,voiceless fricative
WZ03_0_194_1,ɣɯːt8,0,long,ɣɯːt8,obstruent,8,short,ɯ,ɣɯt,ɹɯət,obstruent,Keep,no,ɹ,sonorant
WZ03_1_21_3,ɕo1,1,short,ɕo1,nocoda,1,long,,,ɕoː,nocoda,Skipped,NA,ɕ,voiceless fricative
WZ03_7_183_1,ɕiət7,7,short,ɕiət7,obstruent,9,long,iə,ɕiːət,ɕiːət,obstruent,Keep,yes,ɕ,voiceless fricative
WZ03_9_175_1,ɕaːt9,9,long,ɕaːt9,obstruent,9,long,a,ɕaːt,ɕaːt,obstruent,Extra,NA,ɕ,voiceless fricative
WZ03_4_81_2,heːn4_or_hen4,4,NA,hen4,nasal,4,NA,e,heːn,hen,nasal,Extra,yes,h,voiceless fricative
WZ03_4_89_2,heːn4,4,long,heːn4,nasal,4,long,e,heːn,heːn,nasal,Keep,yes,h,voiceless fricative
WZ03_2_36_3,toːn2,2,long,toːn2,nasal,2,long,,,toːn,nasal,2S,NA,t,voiceless stop
WZ03_5_92_7,taːn5,5,long,taːn5,nasal,5,long,a,taːn,taːn,nasal,Extra,NA,t,voiceless stop
WZ03_7_143_2,tɯk7,7,short,tɯk7,obstruent,7,short,,,tɯk,obstruent,Skipped,NA,t,voiceless stop
WZ03_7_137_2,ɕat7,7,short,ɕat7,obstruent,7,short,a,ɕat,ɕat,obstruent,Keep,yes,ɕ,voiceless fricative
WZ03_5_113_1,kau5,5,short,kau5,nocoda,5,NA,au,kau,kau,nocoda,Keep,yes,k,voiceless stop
WZ03_2_43_3,tu2,2,short,tu2,nocoda,2,long,u,tuː,tuː,nocoda,Keep,yes,t,voiceless stop
WZ03_1_2_3,han1,1,short,han1,nasal,1,short,,,han,nasal,Skipped,NA,h,voiceless fricative
WZ03_4_82_4,ɕa4,4,short,ɕa4,nocoda,1,long,,,so,nocoda,Exclude Token,NA,s,voiceless fricative
WZ03_9_173_4,saːt7,9,long,saːt7,obstruent,1,long,o,ɕoː,sɔː,nocoda,Keep,no,s,voiceless fricative
WZ03_8_169_2,tɯk8,8,short,tɯk8,obstruent,8,short,ɯ,tɯk,tɯk,obstruent,Keep,yes,t,voiceless stop
WZ03_8_156_2,hon4_or_tup8,8,short,tup8,obstruent,8,short,o,mop,mɔp,obstruent,Keep,no,m,nasal
WZ03_3_129_1,ɣum3,3,short,ɣum3,nasal,5,NA,o,pon,poən,nasal,Keep,no,p,voiceless stop
WZ03_1_22_2,ɕo1,1,short,ɕo1,nocoda,1,long,o,ɕoː,ɕɔː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ03_3_149_1,tiəm3,3,short,tiəm3,nasal,7,short,i,tik,tik,obstruent,Keep,no,t,voiceless stop
WZ03_1_11_3,dɯːn1,1,long,dɯːn1,nasal,1,long,ɯə,dɯːən,dɯːn,nasal,Keep,yes,d,voiced stop
WZ03_5_155_2,lon5,5,short,lon5,nasal,5,short,o,lon,lɔn,nasal,Keep,yes,l,sonorant
WZ03_2_36_4,toːn2,2,long,toːn2,nasal,2,long,,,toːn,nasal,2S,NA,t,voiceless stop
WZ03_3_133_3,tɯk7_or_ta3,3,short,ta3,nocoda,8,short,o,mop,mop,obstruent,Keep,no,m,nasal
WZ03_5_94_1,san5,5,short,san5,nasal,5,NA,i,θin,ɬin,nasal,Keep,no,ɬ,voiceless fricative
WZ03_9_174_1,daːt9,9,long,daːt9,obstruent,8,short,i,tit,tit,obstruent,Keep,no,t,voiceless stop
WZ03_5_92_8,taːn5,5,long,taːn5,nasal,5,long,a,taːn,taːn,nasal,Extra,NA,t,voiceless stop
WZ03_3_56_1,ɕan3,3,short,ɕan3,nasal,3,short,a,ɕan,san,nasal,Keep,yes,s,voiceless fricative
WZ03_0_197_1,ɣɯːt8,0,long,ɣɯːt8,obstruent,0,long,,,ɣɯːt,obstruent,Skipped,NA,ɣ,voiced fricative
WZ03_8_162_2,tit8,8,short,tit8,obstruent,8,short,i,tit,tit,obstruent,Keep,yes,t,voiceless stop
WZ03_5_76_2,ɕa3_or_te5,5,short,te5,nocoda,5,long,e,teː,teː,nocoda,Keep,yes,t,voiceless stop
WZ03_1_25_1,ʔan1,1,short,ʔan1,nasal,1,short,a,ʔan,ʔan,nasal,Keep,yes,ʔ,glottal stop
WZ03_5_88_3,pon5,5,short,pon5,nasal,5,short,,,pon,nasal,Skipped,NA,p,voiceless stop
WZ03_3_77_2,ɕi3,3,short,ɕi3,nocoda,5,NA,au,nau,nau,nocoda,Keep,no,n,nasal
WZ03_2_44_2,ɣu2,2,short,ɣu2,nocoda,2,long,u,ɣuː,ruː,nocoda,Keep,yes,r,sonorant
WZ03_2_33_2,ɣaːn2,2,long,ɣaːn2,nasal,2,long,a,ɣaːn,ɣaːn,nasal,Keep,yes,ɣ,voiced fricative
WZ03_3_65_2,si3,3,short,si3,nocoda,3,long,i,θiː,ɬiː,nocoda,Keep,yes,ɬ,voiceless fricative
WZ03_3_57_1,kan3_or_kit7,3,short,kan3,nasal,3,short,a,kan,kan,nasal,Keep,yes,k,voiceless stop
WZ03_7_134_3,ɕat7,7,short,ɕat7,obstruent,7,short,a,ɕat,ɕat,obstruent,Extra,NA,ɕ,voiceless fricative
WZ03_8_156_3,hon4_or_tup8,8,short,tup8,obstruent,8,short,o,mop,mɔp,obstruent,Keep,no,m,nasal
WZ03_2_171_3,san2,2,short,san2,nasal,2,short,a,θan,san,nasal,Keep,yes,s,voiceless fricative
WZ03_5_94_2,san5,5,short,san5,nasal,5,NA,i,θin,ɬin,nasal,Keep,no,ɬ,voiceless fricative
WZ03_6_119_1,ta6,6,short,ta6,nocoda,6,long,,,ta,nocoda,Exclude Token,NA,t,voiceless stop
WZ03_2_32_2,san2,2,short,san2,nasal,2,short,a,θan,san,nasal,Extra,yes,s,voiceless fricative
WZ03_1_30_3,θi1,1,short,θi1,nocoda,1,long,o,ɕoː,sɔː,nocoda,Keep,no,s,voiceless fricative
WZ03_3_154_2,tiəm3,3,short,tiəm3,nasal,7,short,i,dik,dik,obstruent,Keep,no,d,voiced stop
WZ03_3_58_2,vaːn3,3,long,vaːn3,nasal,3,long,a,waːn,vaːn,nasal,Keep,yes,v,voiced fricative
WZ03_0_197_2,ɣɯːt8,0,long,ɣɯːt8,obstruent,0,long,,,ɣɯːt,obstruent,Skipped,NA,ɣ,voiced fricative
WZ03_5_94_3,san5,5,short,san5,nasal,5,NA,i,θin,ɬin,nasal,Keep,no,ɬ,voiceless fricative
WZ03_7_150_2,ɕup7_or_kɯ1,7,short,ɕup7,obstruent,7,short,u,ɕut,ɕut,obstruent,Keep,no,ɕ,voiceless fricative
WZ03_2_46_3,tin2,2,short,tin2,nasal,2,short,i,tin,tin,nasal,Keep,yes,t,voiceless stop
WZ03_3_69_3,ɕe3,3,short,ɕe3,nocoda,3,long,e,ɕeː,ɕeː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ03_1_3_2,haːn1,1,long,haːn1,nasal,2,long,a,taː,taː,nocoda,Keep,no,t,voiceless stop
WZ03_8_160_1,ɕak8,8,short,ɕak8,obstruent,8,short,a,ɕak,ɕak,obstruent,Extra,NA,ɕ,voiceless fricative
WZ03_6_124_2,ɕe6,6,short,ɕe6,nocoda,6,long,e,ɕeː,ɕeː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ03_0_194_2,ɣɯːt8,0,long,ɣɯːt8,obstruent,8,short,ɯ,ɣɯt,ɹɯət,obstruent,Keep,no,ɹ,sonorant
WZ03_6_123_1,ɣo6,6,short,ɣo6,nocoda,5,NA,au,lau,lau,nocoda,Keep,no,l,sonorant
WZ03_8_163_2,ɕip8,8,short,ɕip8,obstruent,8,short,i,ɕip,ɕip,obstruent,Keep,yes,ɕ,voiceless fricative
WZ03_5_113_2,kau5,5,short,kau5,nocoda,5,NA,au,kau,kau,nocoda,Keep,yes,k,voiceless stop
WZ03_6_123_2,ɣo6,6,short,ɣo6,nocoda,5,NA,au,lau,lau,nocoda,Keep,no,l,sonorant
WZ03_4_85_1,ɣo4,4,short,ɣo4,nocoda,4,long,o,ɣoː,ɣɔː,nocoda,Keep,yes,ɣ,voiced fricative
WZ03_2_44_3,ɣu2,2,short,ɣu2,nocoda,2,long,u,ɣuː,ruː,nocoda,Keep,yes,r,sonorant
WZ03_5_92_9,taːn5,5,long,taːn5,nasal,5,long,a,taːn,taːn,nasal,Extra,NA,t,voiceless stop
WZ03_7_142_4,ɕɯt7,7,short,ɕɯt7,obstruent,7,long,,,ɕaːu,nocoda,Exclude Item,NA,ɕ,voiceless fricative
WZ03_9_26_2,keːk7,9,long,keːk7,obstruent,9,long,,,keːk,obstruent,Skipped,NA,k,voiceless stop
WZ03_1_8_2,soːn1,1,long,soːn1,nasal,1,long,o,θoːn,ɬoːn,nasal,Keep,yes,ɬ,voiceless fricative
WZ03_7_141_2,kut7,7,short,kut7,obstruent,7,short,,,kut,obstruent,Skipped,NA,k,voiceless stop
WZ03_6_119_2,ta6,6,short,ta6,nocoda,6,long,a,taː,taː,nocoda,Keep,yes,t,voiceless stop
WZ03_7_150_3,ɕup7_or_kɯ1,7,short,ɕup7,obstruent,7,short,u,ɕut,ɕut,obstruent,Keep,no,ɕ,voiceless fricative
WZ03_1_8_3,soːn1,1,long,soːn1,nasal,1,long,o,θoːn,ɬoːn,nasal,Keep,yes,ɬ,voiceless fricative
WZ03_1_6_1,ɕiːn1,1,long,ɕiːn1,nasal,1,long,iə,ɕiːən,ɕiːən,nasal,Keep,yes,ɕ,voiceless fricative
WZ03_1_13_2,dɯn1,1,short,dɯn1,nasal,1,short,ɯ,dɯn,dɯn,nasal,Keep,yes,d,voiced stop
WZ03_1_7_3,ɕiːn1,1,long,ɕiːn1,nasal,1,long,iə,ɕiːən,ɕiːən,nasal,Extra,NA,ɕ,voiceless fricative
WZ03_5_113_3,kau5,5,short,kau5,nocoda,5,NA,au,kau,kau,nocoda,Keep,yes,k,voiceless stop
WZ03_3_75_2,peːn3,3,long,peːn3,nasal,3,long,,,peːn,nasal,Skipped,NA,p,voiceless stop
WZ03_9_52_2,ʔjoːt9,9,long,ʔjoːt9,obstruent,9,long,,,ʔjoːt,obstruent,Skipped,NA,ʔ,glottal stop
WZ03_5_131_2,puən5_or_tiŋ2,5,short,puən5,nasal,5,long,uə,puːən,puːən,nasal,Keep,yes,p,voiceless stop
WZ03_2_171_4,san2,2,short,san2,nasal,2,short,a,θan,san,nasal,Keep,yes,s,voiceless fricative
WZ03_5_100_2,kon5,5,short,kon5,nasal,5,short,,,kon,nasal,Skipped,NA,k,voiceless stop
WZ03_6_123_3,ɣo6,6,short,ɣo6,nocoda,5,NA,au,lau,lau,nocoda,Keep,no,l,sonorant
WZ03_2_44_4,ɣu2,2,short,ɣu2,nocoda,2,long,u,ɣuː,ruː,nocoda,Keep,yes,r,sonorant
WZ03_1_6_2,ɕiːn1,1,long,ɕiːn1,nasal,1,long,iə,ɕiːən,ɕiːən,nasal,Keep,yes,ɕ,voiceless fricative
WZ03_1_4_2,kan1,1,short,kan1,nasal,1,short,a,kan,kan,nasal,Keep,yes,k,voiceless stop
WZ03_7_144_1,tɯk7,7,short,tɯk7,obstruent,3,long,a,taː,taː,nocoda,Keep,no,t,voiceless stop
WZ03_3_55_3,tan3,3,short,tan3,nasal,5,NA,ai,tai,tai,nocoda,Keep,no,t,voiceless stop
WZ03_4_86_2,ɣo4,4,short,ɣo4,nocoda,4,long,o,ɣoː,ɣɔː,nocoda,Extra,NA,ɣ,voiced fricative
WZ03_2_39_3,hen2,2,short,hen2,nasal,2,short,e,heːn,hen,nasal,Keep,yes,h,voiceless fricative
WZ03_3_62_4,dɯn3,3,short,dɯn3,nasal,3,short,ɯ,dɯn,dɯn,nasal,Keep,yes,d,voiced stop
WZ03_5_97_2,ɕoːn5,5,long,ɕoːn5,nasal,5,long,o,ɕoːn,ɕɔːn,nasal,Keep,yes,ɕ,voiceless fricative
WZ03_0_187_3,faːk8,0,long,faːk8,obstruent,0,long,a,faːk,faːk,obstruent,Keep,yes,f,voiceless fricative
WZ03_1_10_1,ɕeːn1,1,long,ɕeːn1,nasal,1,long,e,ɕeːn,ɕiːən,nasal,Keep,yes,ɕ,voiceless fricative
WZ03_1_27_3,puən1,1,short,puən1,nasal,1,NA,a,pan,pan,nasal,Keep,no,p,voiceless stop
WZ03_7_137_3,ɕat7,7,short,ɕat7,obstruent,7,short,a,ɕat,ɕat,obstruent,Keep,yes,ɕ,voiceless fricative
WZ03_5_106_2,va5,5,short,va5,nocoda,5,long,a,waː,waː,nocoda,Keep,yes,w,sonorant
WZ03_4_89_3,heːn4,4,long,heːn4,nasal,4,long,e,heːn,heːn,nasal,Keep,yes,h,voiceless fricative
WZ03_5_107_8,ɕi5,5,short,ɕi5,nocoda,5,long,i,ɕiː,ɕiː,nocoda,Extra,NA,ɕ,voiceless fricative
WZ03_2_35_2,ɕiːn2,2,long,ɕiːn2,nasal,2,NA,a,ŋan,ŋan,nasal,Keep,no,ŋ,nasal
WZ03_4_84_2,va4,4,short,va4,nocoda,4,long,a,waː,waː,nocoda,Keep,yes,w,sonorant
WZ03_5_97_3,ɕoːn5,5,long,ɕoːn5,nasal,5,long,o,ɕoːn,ɕɔːn,nasal,Keep,yes,ɕ,voiceless fricative
WZ03_3_154_3,tiəm3,3,short,tiəm3,nasal,7,short,i,dik,dik,obstruent,Keep,no,d,voiced stop
WZ03_3_68_1,do3,3,short,do3,nocoda,3,long,,,doː,nocoda,Exclude Token,NA,d,voiced stop
WZ03_5_108_2,tɕi5,5,short,tɕi5,nocoda,5,long,oi,ɕoːi,ɕoːi,nocoda,Keep,yes,ɕ,voiceless fricative
WZ03_5_108_3,tɕi5,5,short,tɕi5,nocoda,5,long,oi,ɕoːi,ɕoːi,nocoda,Keep,yes,ɕ,voiceless fricative
WZ03_0_193_3,fɯːt8,0,long,fɯːt8,obstruent,0,long,ɯə,fɯːət,fiːət,obstruent,Keep,yes,f,voiceless fricative
WZ03_5_104_2,ɕa5,5,short,ɕa5,nocoda,5,long,a,ɕaː,ɕaː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ03_7_134_4,ɕat7,7,short,ɕat7,obstruent,7,short,a,ɕat,ɕat,obstruent,Extra,NA,ɕ,voiceless fricative
WZ03_3_66_2,ti3,3,short,ti3,nocoda,3,long,i,tiː,tiː,nocoda,Keep,yes,t,voiceless stop
WZ03_6_114_1,ta3_or_ɕoiː6,6,long,ɕoiː6,nocoda,6,long,oi,ɕoːi,ɕoːi,nocoda,Keep,yes,ɕ,voiceless fricative
WZ03_5_99_1,ɣoːn5,5,long,ɣoːn5,nasal,5,long,,,ɣoːn,nasal,Exclude Item,NA,ɣ,voiced fricative
WZ03_1_14_2,ta1,1,short,ta1,nocoda,1,long,a,taː,taː,nocoda,Keep,yes,t,voiceless stop
WZ03_2_49_3,tuən2,2,short,tuən2,nasal,5,NA,a,nan,nan,nasal,Keep,no,n,nasal
WZ03_8_160_2,ɕak8,8,short,ɕak8,obstruent,8,short,a,ɕak,ɕak,obstruent,Extra,NA,ɕ,voiceless fricative
WZ03_3_74_3,poːn3,3,long,poːn3,nasal,3,long,o,poːn,pɔːn,nasal,Keep,yes,p,voiceless stop
WZ03_1_23_1,te1,1,short,te1,nocoda,1,long,e,teː,teː,nocoda,Keep,yes,t,voiceless stop
WZ03_8_168_1,ɕuk8,8,short,ɕuk8,obstruent,8,short,u,ɕuk,ɕuk,obstruent,Keep,yes,ɕ,voiceless fricative
WZ03_4_29_5,han4,4,short,han4,nasal,4,short,,,han,nasal,Skipped,NA,h,voiceless fricative
WZ03_4_90_1,puən4,4,short,puən4,nasal,6,long,uə,puːən,puːən,nasal,Keep,no,p,voiceless stop
WZ03_8_166_3,tok8,8,short,tok8,obstruent,2,long,u,tuː,tuː,nocoda,Keep,no,t,voiceless stop
WZ03_3_75_3,peːn3,3,long,peːn3,nasal,3,long,,,peːn,nasal,Skipped,NA,p,voiceless stop
WZ03_4_83_3,ɕa4_or_baːŋ1,4,short,ɕa4,nocoda,1,long,o,ɕoː,ɕɔː,nocoda,Keep,no,ɕ,voiceless fricative
WZ03_3_53_3,dɯn3_or_tan1,3,short,dɯn3,nasal,3,short,ɯ,dɯn,dɯn,nasal,Extra,yes,d,voiced stop
WZ03_3_62_5,dɯn3,3,short,dɯn3,nasal,3,short,ɯ,dɯn,dɯn,nasal,Keep,yes,d,voiced stop
WZ03_1_17_2,va1,1,short,va1,nocoda,1,long,a,waː,waː,nocoda,Keep,yes,w,sonorant
WZ03_9_177_2,daːt9,9,long,daːt9,obstruent,9,long,a,daːt,daːt,obstruent,Keep,yes,d,voiced stop
WZ03_5_105_3,ha5,5,short,ha5,nocoda,5,long,a,haː,haː,nocoda,Keep,yes,h,voiceless fricative
WZ03_7_139_2,dit7,7,short,dit7,obstruent,9,long,a,ɣaːk,raːk,obstruent,Keep,no,r,sonorant
WZ03_5_101_1,suːn5,5,long,suːn5,nasal,5,long,uə,θuːən,ɬuːən,nasal,Keep,yes,ɬ,voiceless fricative
WZ03_7_137_4,ɕat7,7,short,ɕat7,obstruent,7,short,a,ɕat,ɕat,obstruent,Keep,yes,ɕ,voiceless fricative
WZ03_9_181_1,taːt9_or_θok7,9,long,taːt9,obstruent,1,long,iu,θiːu,ɬiːu,nocoda,Keep,no,ɬ,voiceless fricative
WZ03_3_154_4,tiəm3,3,short,tiəm3,nasal,7,short,i,dik,dik,obstruent,Keep,no,d,voiced stop
WZ03_3_60_2,tin3,3,short,tin3,nasal,2,long,eu,feːu,feːu,nocoda,Keep,no,f,voiceless fricative
WZ03_6_121_2,so6,6,short,so6,nocoda,6,long,o,θoː,ɬoː,nocoda,Keep,yes,ɬ,voiceless fricative
WZ03_NA_196_2,tai6_fuəŋ2,NA,short,tai6_fuəŋ2,NA,0,long,iə,tiːək,tiːɔk,obstruent,Keep,no,t,voiceless stop
WZ03_3_59_1,tin3,3,short,tin3,nasal,3,short,i,tin,tin,nasal,Keep,yes,t,voiceless stop
WZ03_3_53_4,dɯn3_or_tan1,3,short,dɯn3,nasal,3,short,ɯ,dɯn,dɯn,nasal,Extra,yes,d,voiced stop
WZ03_6_121_3,so6,6,short,so6,nocoda,6,long,o,θoː,ɬoː,nocoda,Keep,yes,ɬ,voiceless fricative
WZ03_5_78_3,naːu5_or_ne5,5,long,naːu5,nocoda,5,long,au,naːu,naːu,nocoda,Keep,yes,n,nasal
WZ03_7_151_1,tik7,7,short,tik7,obstruent,2,NA,a,tan,tan,nasal,Keep,no,t,voiceless stop
WZ03_5_155_3,lon5,5,short,lon5,nasal,5,short,o,lon,lɔn,nasal,Keep,yes,l,sonorant
WZ03_6_116_2,ɕaːn6,6,long,ɕaːn6,nasal,6,long,,,ɕaːn,nasal,Skipped,NA,ɕ,voiceless fricative
WZ03_9_180_3,tuːt7,9,long,tuːt7,obstruent,9,long,uə,tuːət,tuːət,obstruent,Keep,yes,t,voiceless stop
WZ03_5_113_4,kau5,5,short,kau5,nocoda,5,NA,au,kau,kau,nocoda,Keep,yes,k,voiceless stop
WZ03_8_161_3,sak8,8,short,sak8,obstruent,5,long,oi,θoːi,ɬoːi,nocoda,Keep,no,ɬ,voiceless fricative
WZ03_9_26_3,keːk7,9,long,keːk7,obstruent,9,long,,,keːk,obstruent,Skipped,NA,k,voiceless stop
WZ03_2_35_3,ɕiːn2,2,long,ɕiːn2,nasal,2,NA,a,ŋan,ŋan,nasal,Keep,no,ŋ,nasal
WZ03_6_125_2,ɕe6,6,short,ɕe6,nocoda,6,long,e,ɕeː,ɕeː,nocoda,Extra,NA,ɕ,voiceless fricative
WZ03_4_90_2,puən4,4,short,puən4,nasal,6,short,,,puən,nasal,Exclude Token,NA,p,voiceless stop
WZ03_5_98_4,ɕaːn1_or_toːn5,5,long,toːn5,nasal,5,long,o,toːn,tɔːn,nasal,Keep,yes,t,voiceless stop
WZ03_3_60_3,tin3,3,short,tin3,nasal,2,long,eu,feːu,feːu,nocoda,Keep,no,f,voiceless fricative
WZ03_3_72_3,tu3,3,short,tu3,nocoda,3,long,u,tuː,tuː,nocoda,Keep,yes,t,voiceless stop
WZ03_4_87_2,tɯk7_or_ɕaːu4,4,long,ɕaːu4,nocoda,4,long,,,ɕaufoi,nocoda,2S,NA,ɕ,voiceless fricative
WZ03_4_90_3,puən4,4,short,puən4,nasal,6,long,uə,puːən,puːən,nasal,Keep,no,p,voiceless stop
WZ03_8_160_3,ɕak8,8,short,ɕak8,obstruent,8,short,a,ɕak,ɕak,obstruent,Extra,NA,ɕ,voiceless fricative
WZ03_7_151_2,tik7,7,short,tik7,obstruent,2,NA,a,tan,tan,nasal,Keep,no,t,voiceless stop
WZ03_NA_172_2,pi5_ɣeːŋ4,NA,long,pi5_ɣeːŋ4,NA,2,NA,a,ɕan,ɕan,nasal,Keep,no,ɕ,voiceless fricative
WZ03_2_49_4,tuən2,2,short,tuən2,nasal,5,NA,a,nan,nan,nasal,Keep,no,n,nasal
WZ03_6_127_1,tu6,6,short,tu6,nocoda,6,long,u,tuː,tuː,nocoda,Keep,yes,t,voiceless stop
WZ03_1_8_4,soːn1,1,long,soːn1,nasal,1,long,o,θoːn,ɬoːn,nasal,Keep,yes,ɬ,voiceless fricative
WZ03_2_38_2,ten2_or_teːn2,2,NA,ten2,nasal,2,NA,e,teːn,teːn,nasal,Exclude Item,yes,t,voiceless stop
WZ03_5_99_2,ɣoːn5,5,long,ɣoːn5,nasal,5,long,,,ɣoːn,nasal,Exclude Item,NA,ɣ,voiced fricative
WZ03_2_34_2,hum2_or_han2,2,short,hum2,nasal,2,short,o,hom,hɔm,nasal,Keep,yes,h,voiceless fricative
WZ03_1_27_4,puən1,1,short,puən1,nasal,1,NA,a,pan,pan,nasal,Keep,no,p,voiceless stop
WZ03_3_56_2,ɕan3,3,short,ɕan3,nasal,3,short,a,ɕan,san,nasal,Keep,yes,s,voiceless fricative
WZ03_5_88_4,pon5,5,short,pon5,nasal,5,short,,,pon,nasal,Skipped,NA,p,voiceless stop
WZ03_9_182_2,θɯk7_or_ɕaːt9,9,long,ɕaːt9,obstruent,9,long,,,ɕaːt,obstruent,Skipped,NA,ɕ,voiceless fricative
WZ03_4_86_3,ɣo4,4,short,ɣo4,nocoda,4,long,o,ɣoː,ɣɔː,nocoda,Extra,NA,ɣ,voiced fricative
WZ03_4_89_4,heːn4,4,long,heːn4,nasal,4,long,e,heːn,heːn,nasal,Keep,yes,h,voiceless fricative
WZ03_9_179_2,tiːt7,9,long,tiːt7,obstruent,7,short,i,tit,tiət,obstruent,Keep,no,t,voiceless stop
WZ03_1_50_3,fɯn2_or_liəu1,1,short,liəu1,nocoda,1,long,,,liəuː,nocoda,Skipped,NA,l,sonorant
WZ03_1_1_2,ɕan1,1,short,ɕan1,nasal,1,short,a,ɕan,san,nasal,Keep,yes,s,voiceless fricative
WZ03_5_112_1,pan5,5,short,pan5,nasal,5,long,iə,ɕiːən,ɕiːən,nasal,Keep,no,ɕ,voiceless fricative
WZ03_3_129_2,ɣum3,3,short,ɣum3,nasal,5,NA,o,pon,poən,nasal,Keep,no,p,voiceless stop
WZ03_3_149_2,tiəm3,3,short,tiəm3,nasal,7,short,i,tik,tik,obstruent,Keep,no,t,voiceless stop
WZ03_8_165_2,tok8,8,short,tok8,obstruent,0,long,o,toːk,tɔːk,obstruent,Keep,no,t,voiceless stop
WZ03_0_187_4,faːk8,0,long,faːk8,obstruent,0,long,a,faːk,faːk,obstruent,Keep,yes,f,voiceless fricative
WZ03_3_55_4,tan3,3,short,tan3,nasal,5,NA,ai,tai,tai,nocoda,Keep,no,t,voiceless stop
WZ03_3_61_3,hen3,3,short,hen3,nasal,3,short,e,heːn,hen,nasal,Keep,yes,h,voiceless fricative
WZ03_5_109_2,to5,5,short,to5,nocoda,5,long,o,toː,tuː,nocoda,Keep,yes,t,voiceless stop
WZ03_6_124_3,ɕe6,6,short,ɕe6,nocoda,6,long,e,ɕeː,ɕeː,nocoda,Keep,yes,ɕ,voiceless fricative
WZ03_6_115_1,hɯn5_or_ku6,6,short,ku6,nocoda,7,short,o,ɕop,ɕɔp,obstruent,Keep,no,ɕ,voiceless fricative
WZ03_3_67_1,do3,3,short,do3,nocoda,3,long,o,doː,dɔː,nocoda,Keep,yes,d,voiced stop
WZ03_5_111_1,to5,5,short,to5,nocoda,2,NA,i,tin,tin,nasal,Keep,no,t,voiceless stop
WZ03_4_79_3,kan4,4,short,kan4,nasal,2,short,a,kan,kan,nasal,Keep,yes,k,voiceless stop
WZ03_8_170_3,kɯt8,8,short,kɯt8,obstruent,2,NA,au,ɕau,sau,nocoda,Keep,no,s,voiceless fricative
